"MLS #","Status","ListPrice","SalePrice","Days On Market","Zip"
"10215767","CLOSD","$100,000","$100,000","12","38117"
"10211128","CLOSD","$119,900","$100,000","62","38109"
"10214125","CLOSD","$114,000","$100,000","6","38111"
"10207417","CLOSD","$115,000","$100,000","3","38111"
"10199378","CLOSD","$100,000","$100,000","109","38114"
"10196335","CLOSD","$104,900","$100,000","83","38109"
"10202415","CLOSD","$100,000","$100,000","7","38114"
"10209178","CLOSD","$110,500","$100,000","75","38115"
"10202887","CLOSD","$104,900","$100,000","57","38116"
"10215864","CLOSD","$100,000","$100,000","0","38116"
"10204277","CLOSD","$125,000","$100,000","44","38053"
"10204279","CLOSD","$125,000","$100,000","44","38053"
"10204282","CLOSD","$125,000","$100,000","44","38053"
"10195765","CLOSD","$105,000","$100,000","7","38108"
"10213438","CLOSD","$135,000","$100,000","32","38116"
"10204283","CLOSD","$125,000","$100,000","44","38053"
"10197312","CLOSD","$100,000","$100,000","18","38127"
"10209471","CLOSD","$100,000","$100,000","1","38122"
"10210915","CLOSD","$125,000","$100,000","74","38127"
"10196248","CLOSD","$112,900","$100,000","230","38127"
"10209883","CLOSD","$110,000","$100,000","3","38127"
"10207135","CLOSD","$115,000","$100,000","7","38122"
"10199109","CLOSD","$100,000","$100,000","4","38127"
"10205738","CLOSD","$114,900","$100,000","77","38106"
"10211238","CLOSD","$120,750","$100,000","53","38112"
"10206556","CLOSD","$109,900","$101,000","48","38111"
"10212820","CLOSD","$135,000","$101,000","14","38109"
"10198840","CLOSD","$119,900","$101,000","2","38118"
"10204582","CLOSD","$109,900","$101,000","70","38118"
"10199585","CLOSD","$109,900","$101,000","6","38127"
"10201233","CLOSD","$109,900","$101,000","219","38127"
"10215396","CLOSD","$101,000","$101,000","0","38104"
"10207995","CLOSD","$110,000","$101,000","125","38128"
"10173267","CLOSD","$99,000","$101,090","310","38107"
"10199954","CLOSD","$117,250","$101,100","56","38118"
"10211987","CLOSD","$100,000","$101,200","30","38127"
"10203876","CLOSD","$105,000","$101,500","41","38127"
"10195511","CLOSD","$109,900","$101,850","11","38109"
"10197989","CLOSD","$105,000","$102,000","66","38111"
"10187669","CLOSD","$109,000","$102,000","95","38109"
"10210091","CLOSD","$102,000","$102,000","69","38109"
"10206412","CLOSD","$118,000","$102,000","10","38118"
"10201097","CLOSD","$102,000","$102,000","1","38118"
"10210889","CLOSD","$104,900","$102,000","11","38118"
"10208507","CLOSD","$120,000","$102,000","9","38118"
"10190545","CLOSD","$115,000","$102,000","126","38116"
"10195241","CLOSD","$105,000","$102,000","118","38122"
"10198510","CLOSD","$112,900","$102,000","66","38127"
"10198509","CLOSD","$112,900","$102,000","54","38127"
"10192533","CLOSD","$119,000","$102,000","99","38127"
"10183029","CLOSD","$109,000","$102,000","204","38108"
"10207091","CLOSD","$120,900","$102,450","19","38128"
"10202287","CLOSD","$110,000","$102,500","22","38117"
"10210769","CLOSD","$109,900","$102,500","35","38116"
"10204471","CLOSD","$115,000","$102,500","26","38118"
"10211240","CLOSD","$102,500","$102,500","0","38107"
"10214686","CLOSD","$119,900","$103,000","5","38127"
"10209556","CLOSD","$105,000","$103,000","2","38128"
"10213034","CLOSD","$104,900","$103,500","18","38118"
"10200698","CLOSD","$107,000","$103,530","38","38127"
"10211103","CLOSD","$109,900","$103,900","91","38127"
"10206560","CLOSD","$125,000","$104,000","18","38118"
"10208324","CLOSD","$115,000","$104,000","43","38127"
"10202183","CLOSD","$105,000","$105,000","3","38111"
"10214536","CLOSD","$100,000","$105,000","6","38117"
"10194142","CLOSD","$117,500","$105,000","28","38109"
"10209248","CLOSD","$105,000","$105,000","91","38111"
"10200154","CLOSD","$99,900","$105,000","22","38109"
"10212610","CLOSD","$110,000","$105,000","6","38109"
"10210648","CLOSD","$130,000","$105,000","6","38116"
"10192971","CLOSD","$119,900","$105,000","75","38109"
"10189577","CLOSD","$115,000","$105,000","202","38111"
"10205067","CLOSD","$125,000","$105,000","35","38115"
"10214372","CLOSD","$115,900","$105,000","15","38118"
"10202612","CLOSD","$105,000","$105,000","0","38118"
"10199514","CLOSD","$115,000","$105,000","19","38118"
"10207303","CLOSD","$114,900","$105,000","72","38116"
"10190806","CLOSD","$105,000","$105,000","68","38109"
"10194641","CLOSD","$110,000","$105,000","168","38109"
"10203700","CLOSD","$105,000","$105,000","113","38114"
"10205372","CLOSD","$125,000","$105,000","38","38127"
"10199202","CLOSD","$135,000","$105,000","56","38114"
"10200256","CLOSD","$120,000","$105,000","72","38122"
"10195077","CLOSD","$125,000","$105,000","37","38122"
"10214535","CLOSD","$120,000","$105,000","0","38122"
"10191691","CLOSD","$115,000","$105,000","92","38127"
"10204668","CLOSD","$110,000","$105,000","26","38104"
"10190655","CLOSD","$117,500","$105,000","106","38122"
"10183953","CLOSD","$106,950","$105,000","160","38127"
"10202035","CLOSD","$119,900","$105,000","86","38128"
"10210189","CLOSD","$109,900","$105,000","16","38128"
"10210774","CLOSD","$135,000","$105,000","7","38106"
"10210862","CLOSD","$109,900","$105,000","34","38128"
"10190635","CLOSD","$108,000","$105,000","89","38106"
"10204578","CLOSD","$114,900","$105,500","48","38118"
"10209341","CLOSD","$119,000","$105,750","10","38116"
"10191657","CLOSD","$109,900","$105,900","22","38115"
"10206736","CLOSD","$100,000","$106,000","3","38109"
"10203322","CLOSD","$115,000","$106,000","52","38109"
"10199705","CLOSD","$114,900","$106,000","191","38115"
"10211074","CLOSD","$89,900","$106,000","6","38122"
"10208634","CLOSD","$106,000","$106,000","6","38127"
"10211028","CLOSD","$120,750","$106,500","57","38111"
"10212312","CLOSD","$119,500","$106,500","6","38118"
"10195874","CLOSD","$110,000","$106,500","44","38118"
"10191602","CLOSD","$105,900","$106,500","45","38128"
"10197583","CLOSD","$110,000","$106,500","2","38106"
"10215124","CLOSD","$114,900","$107,000","4","38118"
"10208172","CLOSD","$114,900","$107,000","10","38116"
"10196893","CLOSD","$114,900","$107,000","38","38112"
"10196894","CLOSD","$114,900","$107,000","38","38112"
"10202220","CLOSD","$110,000","$107,500","16","38141"
"10193158","CLOSD","$111,500","$107,500","16","38128"
"10200255","CLOSD","$110,000","$107,500","95","38128"
"10210188","CLOSD","$120,000","$108,000","20","38109"
"10212832","CLOSD","$115,000","$108,000","10","38115"
"10207247","CLOSD","$120,000","$108,000","24","38118"
"10199192","CLOSD","$119,000","$108,000","11","38127"
"10198579","CLOSD","$120,000","$108,000","1","38053"
"10182050","CLOSD","$119,900","$108,000","411","38128"
"10204569","CLOSD","$110,000","$108,500","26","38109"
"10199460","CLOSD","$119,000","$109,000","38","38002"
"10205965","CLOSD","$115,000","$109,000","92","38118"
"10206339","CLOSD","$109,000","$109,000","8","38116"
"10215361","CLOSD","$118,000","$109,000","9","38116"
"10201884","CLOSD","$121,000","$109,000","82","38127"
"10195611","CLOSD","$107,900","$109,000","6","38111"
"10192429","CLOSD","$109,000","$109,000","11","38127"
"10212714","CLOSD","$109,500","$109,500","40","38109"
"10191822","CLOSD","$135,000","$109,500","55","38053"
"10210635","CLOSD","$109,900","$109,900","31","38109"
"10212818","CLOSD","$109,900","$109,900","12","38128"
"10192972","CLOSD","$134,900","$110,000","22","38111"
"10201557","CLOSD","$140,000","$110,000","24","38111"
"10198831","CLOSD","$99,900","$110,000","2","38117"
"10201541","CLOSD","$129,900","$110,000","42","38117"
"10207652","CLOSD","$110,000","$110,000","0","38018"
"10208240","CLOSD","$114,900","$110,000","2","38109"
"10211635","CLOSD","$110,000","$110,000","0","38117"
"10208858","CLOSD","$115,000","$110,000","0","38109"
"10191334","CLOSD","$120,000","$110,000","20","38118"
"10192176","CLOSD","$129,500","$110,000","17","38116"
"10195298","CLOSD","$120,000","$110,000","7","38116"
"10207119","CLOSD","$125,000","$110,000","5","38108"
"10209551","CLOSD","$105,000","$110,000","3","38109"
"10194236","CLOSD","$112,500","$110,000","27","38118"
"10210381","CLOSD","$114,900","$110,000","80","38109"
"10202219","CLOSD","$129,400","$110,000","22","38127"
"10194917","CLOSD","$110,000","$110,000","23","38108"
"10194305","CLOSD","$119,000","$110,000","7","38122"
"10200873","CLOSD","$120,000","$110,000","113","38127"
"10208285","CLOSD","$110,000","$110,000","17","38114"
"10194828","CLOSD","$112,500","$110,000","10","38127"
"10198974","CLOSD","$115,000","$110,000","63","38127"
"10197432","CLOSD","$125,000","$110,000","44","38122"
"10211195","CLOSD","$110,000","$110,000","68","38112"
"10204758","CLOSD","$115,000","$110,000","15","38127"
"10204331","CLOSD","$114,900","$110,000","34","38127"
"10217999","CLOSD","$95,000","$110,000","0","38128"
"10187602","CLOSD","$105,000","$110,000","79","38127"
"10194251","CLOSD","$115,000","$110,000","13","38128"
"10204795","CLOSD","$115,000","$110,000","29","38107"
"10190095","CLOSD","$117,000","$110,000","99","38127"
"10211090","CLOSD","$110,250","$110,250","79","38106"
"10196671","CLOSD","$115,000","$110,500","21","38111"
"10201437","CLOSD","$114,900","$111,000","64","38127"
"10206074","CLOSD","$115,000","$111,200","52","38111"
"10202572","CLOSD","$112,000","$112,000","5","38111"
"10210171","CLOSD","$117,000","$112,000","6","38109"
"10214043","CLOSD","$112,000","$112,000","42","38111"
"10207142","CLOSD","$137,000","$112,000","40","38116"
"10200274","CLOSD","$118,000","$112,000","9","38118"
"10210651","CLOSD","$126,900","$112,000","44","38116"
"10199833","CLOSD","$120,000","$112,000","8","38127"
"10207942","CLOSD","$110,000","$112,000","24","38128"
"10212520","CLOSD","$112,500","$112,500","23","38118"
"10206363","CLOSD","$145,000","$113,000","145","38118"
"10198721","CLOSD","$125,500","$113,250","83","38109"
"10198068","CLOSD","$121,900","$113,765","38","38111"
"10192360","CLOSD","$109,900","$113,900","19","38128"
"10198279","CLOSD","$175,000","$114,000","13","38053"
"10187674","CLOSD","$112,900","$114,660","87","38109"
"10205409","CLOSD","$119,900","$114,900","37","38109"
"10213306","CLOSD","$115,000","$115,000","3","38116"
"10208551","CLOSD","$115,000","$115,000","0","38116"
"10207826","CLOSD","$175,000","$115,000","55","38141"
"10194110","CLOSD","$150,000","$115,000","35","38115"
"10208029","CLOSD","$160,000","$115,000","12","38115"
"10198759","CLOSD","$125,000","$115,000","1","38109"
"10199943","CLOSD","$115,000","$115,000","0","38109"
"10188669","CLOSD","$125,000","$115,000","72","38118"
"10204566","CLOSD","$124,000","$115,000","92","38053"
"10208251","CLOSD","$120,000","$115,000","14","38118"
"10213582","CLOSD","$125,000","$115,000","7","38122"
"10200709","CLOSD","$115,000","$115,000","1","38122"
"10196414","CLOSD","$115,000","$115,000","95","38112"
"10200955","CLOSD","$125,000","$115,000","11","38127"
"10212716","CLOSD","$114,900","$115,000","30","38108"
"10205401","CLOSD","$119,900","$115,000","9","38128"
"10198280","CLOSD","$115,000","$115,000","5","38122"
"10209942","CLOSD","$125,000","$115,000","3","38122"
"10215372","CLOSD","$115,000","$115,000","15","38122"
"10196674","CLOSD","$119,900","$115,000","215","38127"
"10198982","CLOSD","$145,000","$115,000","109","38106"
"10196939","CLOSD","$140,000","$115,000","72","38104"
"10193587","CLOSD","$124,900","$115,000","38","38128"
"10189265","CLOSD","$119,900","$115,000","71","38128"
"10192670","CLOSD","$115,000","$115,000","35","38122"
"10196796","CLOSD","$124,900","$115,000","7","38128"
"10190320","CLOSD","$127,900","$115,500","54","38117"
"10208121","CLOSD","$120,000","$116,000","58","38127"
"10202318","CLOSD","$124,500","$116,000","156","38127"
"10209347","CLOSD","$127,900","$116,523","109","38118"
"10199086","CLOSD","$124,900","$116,697","13","38118"
"10198860","CLOSD","$115,000","$117,000","4","38109"
"10191717","CLOSD","$117,500","$117,500","85","38109"
"10208255","CLOSD","$130,000","$117,500","43","38118"
"10206511","CLOSD","$124,999","$118,000","3","38111"
"10198227","CLOSD","$127,000","$118,000","39","38118"
"10212314","CLOSD","$140,000","$118,000","5","38118"
"10205764","CLOSD","$139,000","$118,000","45","38112"
"10210814","CLOSD","$139,000","$118,000","40","38104"
"10202764","CLOSD","$134,900","$118,500","185","38128"
"10187768","CLOSD","$139,900","$119,000","30","38109"
"10206142","CLOSD","$135,000","$119,000","11","38118"
"10197046","CLOSD","$130,000","$119,000","3","38128"
"10211150","CLOSD","$125,000","$119,000","15","38107"
"10203995","CLOSD","$119,900","$119,000","27","38106"
"10196696","CLOSD","$115,000","$119,500","64","38115"
"10189049","CLOSD","$121,000","$119,500","96","38122"
"10197867","CLOSD","$109,900","$119,900","3","38118"
"10191712","CLOSD","$124,900","$119,900","125","38106"
"10201785","CLOSD","$119,900","$119,900","14","38114"
"10184919","CLOSD","$129,900","$120,000","148","38114"
"10205827","CLOSD","$125,000","$120,000","3","38111"
"10209531","CLOSD","$145,000","$120,000","49","38116"
"10211808","CLOSD","$145,000","$120,000","4","38115"
"10193397","CLOSD","$129,900","$120,000","26","38141"
"10205295","CLOSD","$150,000","$120,000","10","38141"
"10199485","CLOSD","$135,375","$120,000","24","38118"
"10192737","CLOSD","$120,000","$120,000","20","38118"
"10187907","CLOSD","$135,000","$120,000","79","38109"
"10209410","CLOSD","$120,000","$120,000","0","38116"
"10203303","CLOSD","$115,000","$120,000","2","38122"
"10199238","CLOSD","$120,000","$120,000","66","38127"
"10205438","CLOSD","$129,900","$120,000","28","38127"
"10211356","CLOSD","$120,000","$120,000","55","38127"
"10194685","CLOSD","$120,000","$120,000","130","38127"
"10212635","CLOSD","$150,000","$120,000","18","38122"
"10200597","CLOSD","$120,000","$120,000","9","38108"
"10198756","CLOSD","$125,000","$120,000","1","38127"
"10202380","CLOSD","$120,000","$120,000","30","38127"
"10208157","CLOSD","$145,000","$120,000","27","38127"
"10215373","CLOSD","$120,000","$120,000","15","38122"
"10218425","CLOSD","$120,000","$120,000","13","38122"
"10203915","CLOSD","$129,000","$120,000","16","38127"
"10206241","CLOSD","$164,000","$120,000","16","38104"
"10205161","CLOSD","$119,000","$120,000","4","38128"
"10211701","CLOSD","$129,000","$120,000","19","38128"
"10207344","CLOSD","$145,000","$120,000","123","38112"
"10211812","CLOSD","$129,900","$120,000","13","38128"
"10189748","CLOSD","$139,900","$120,000","59","38112"
"10204627","CLOSD","$121,000","$120,000","57","38107"
"10196703","CLOSD","$120,750","$120,750","47","38109"
"10214441","CLOSD","$130,000","$121,000","11","38117"
"10201128","CLOSD","$124,000","$121,000","32","38111"
"10191351","CLOSD","$200,000","$121,000","30","38134"
"10203480","CLOSD","$117,000","$121,750","34","38128"
"10191090","CLOSD","$132,900","$122,000","30","38116"
"10196653","CLOSD","$129,900","$122,000","30","38117"
"10196956","CLOSD","$122,000","$122,000","32","38127"
"10196101","CLOSD","$139,900","$122,100","15","38141"
"10209166","CLOSD","$109,900","$122,300","7","38127"
"10201898","CLOSD","$122,500","$122,500","2","38118"
"10201049","CLOSD","$119,000","$123,000","6","38118"
"10193855","CLOSD","$133,000","$123,000","12","38116"
"10210609","CLOSD","$125,000","$123,000","8","38109"
"10204571","CLOSD","$123,900","$123,000","1","38128"
"10198564","CLOSD","$127,000","$123,300","2","38109"
"10205129","CLOSD","$129,900","$124,000","15","38111"
"10197480","CLOSD","$124,000","$124,000","2","38118"
"10197215","CLOSD","$125,000","$124,000","5","38109"
"10199074","CLOSD","$128,000","$124,000","100","38122"
"10195517","CLOSD","$135,000","$124,500","55","38127"
"10198899","CLOSD","$124,900","$124,900","83","38119"
"10214313","CLOSD","$124,900","$124,900","2","38118"
"10210595","CLOSD","$124,900","$124,900","39","38127"
"10204645","CLOSD","$124,900","$124,900","108","38128"
"10210411","CLOSD","$150,000","$125,000","17","38134"
"10202298","CLOSD","$149,900","$125,000","109","38116"
"10191586","CLOSD","$125,000","$125,000","92","38111"
"10202789","CLOSD","$125,000","$125,000","56","38109"
"10200890","CLOSD","$135,000","$125,000","8","38111"
"10197117","CLOSD","$125,000","$125,000","8","38111"
"10192899","CLOSD","$125,000","$125,000","5","38111"
"10196261","CLOSD","$130,000","$125,000","20","38141"
"10211450","CLOSD","$125,000","$125,000","11","38109"
"10206690","CLOSD","$110,000","$125,000","50","38108"
"10216884","CLOSD","$125,000","$125,000","0","38118"
"10211408","CLOSD","$129,900","$125,000","9","38109"
"10198670","CLOSD","$129,000","$125,000","104","38108"
"10204454","CLOSD","$150,000","$125,000","0","38017"
"10186274","CLOSD","$125,000","$125,000","134","38109"
"10203106","CLOSD","$125,000","$125,000","5","38118"
"10205024","CLOSD","$124,900","$125,000","33","38109"
"10198151","CLOSD","$109,000","$125,000","109","38118"
"10208023","CLOSD","$124,800","$125,000","12","38109"
"10199835","CLOSD","$125,000","$125,000","0","38118"
"10194061","CLOSD","$135,000","$125,000","7","38122"
"10203536","CLOSD","$133,000","$125,000","20","38127"
"10194057","CLOSD","$127,500","$125,000","7","38122"
"10206620","CLOSD","$139,999","$125,000","30","38127"
"10200912","CLOSD","$129,000","$125,000","12","38112"
"10215471","CLOSD","$129,500","$125,000","2","38114"
"10210773","CLOSD","$144,900","$125,000","98","38122"
"10205938","CLOSD","$125,000","$125,000","2","38128"
"10203321","CLOSD","$129,000","$125,000","10","38104"
"10202347","CLOSD","$130,000","$125,000","9","38106"
"10191716","CLOSD","$125,000","$125,000","224","38106"
"10201798","CLOSD","$130,000","$125,000","52","38107"
"10207742","CLOSD","$125,000","$125,000","3","38104"
"10192684","CLOSD","$165,000","$125,000","149","38112"
"10189397","CLOSD","$130,000","$125,000","60","38128"
"10192408","CLOSD","$120,000","$125,000","2","38127"
"10193714","CLOSD","$134,900","$125,000","5","38128"
"10190910","CLOSD","$130,000","$125,000","306","38106"
"10194645","CLOSD","$135,000","$125,001","5","38111"
"10213703","CLOSD","$119,900","$125,200","15","38128"
"10207723","CLOSD","$136,000","$125,450","114","38127"
"10201650","CLOSD","$139,900","$125,500","9","38111"
"10206631","CLOSD","$125,900","$125,900","0","38127"
"10208296","CLOSD","$130,000","$126,000","7","38141"
"10209655","CLOSD","$140,000","$126,000","35","38116"
"10202207","CLOSD","$135,000","$126,000","99","38109"
"10200037","CLOSD","$126,000","$126,000","0","38116"
"10205861","CLOSD","$140,000","$126,000","38","38127"
"10206995","CLOSD","$126,500","$126,500","3","38115"
"10194231","CLOSD","$130,000","$126,900","3","38122"
"10214311","CLOSD","$121,800","$127,000","0","38109"
"10204876","CLOSD","$135,000","$127,000","7","38109-9998"
"10207320","CLOSD","$129,500","$127,000","2","38134"
"10213191","CLOSD","$134,900","$127,500","31","38111"
"10198056","CLOSD","$129,900","$127,500","66","38127"
"10195945","CLOSD","$130,000","$127,500","39","38128"
"10214633","CLOSD","$128,000","$128,000","0","38111"
"10194575","CLOSD","$125,000","$128,000","1","38122"
"10203548","CLOSD","$180,000","$128,000","54","38135"
"10211607","CLOSD","$128,000","$128,000","0","38128"
"10208269","CLOSD","$129,500","$128,300","19","38118"
"10205202","CLOSD","$139,000","$128,400","3","38118"
"10193685","CLOSD","$132,000","$128,500","136","38111"
"10199571","CLOSD","$132,900","$128,900","21","38111"
"10197804","CLOSD","$145,000","$129,000","39","38117"
"10203692","CLOSD","$129,900","$129,000","11","38127"
"10193411","CLOSD","$129,900","$129,000","49","38108"
"10197251","CLOSD","$138,000","$129,000","237","38128"
"10193177","CLOSD","$129,000","$129,000","74","38106"
"10194825","CLOSD","$134,900","$129,600","11","38111"
"10206911","CLOSD","$129,600","$129,600","0","38127"
"10202855","CLOSD","$134,900","$129,900","6","38117"
"10204950","CLOSD","$136,500","$129,900","22","38117"
"10211367","CLOSD","$129,900","$129,900","5","38053"
"10195998","CLOSD","$129,900","$129,900","168","38107"
"10196002","CLOSD","$129,900","$129,900","154","38106"
"10202936","CLOSD","$129,900","$129,900","10","38126"
"10192116","CLOSD","$129,900","$129,900","36","38111"
"10191705","CLOSD","$129,900","$129,900","335","38106"
"10205984","CLOSD","$129,900","$129,900","28","38128"
"10208504","CLOSD","$136,000","$130,000","27","38116"
"10198076","CLOSD","$139,000","$130,000","2","38111"
"10203363","CLOSD","$130,000","$130,000","3","38111"
"10189494","CLOSD","$190,000","$130,000","63","38116"
"10196605","CLOSD","$130,000","$130,000","76","38109"
"10194362","CLOSD","$150,000","$130,000","15","38117"
"10203191","CLOSD","$134,000","$130,000","34","38111"
"10207364","CLOSD","$125,000","$130,000","5","38111"
"10206217","CLOSD","$130,000","$130,000","84","38109"
"10210911","CLOSD","$149,000","$130,000","40","38141"
"10203230","CLOSD","$169,900","$130,000","46","38053"
"10208852","CLOSD","$139,900","$130,000","10","38053"
"10199400","CLOSD","$130,000","$130,000","0","38118"
"10194879","CLOSD","$139,900","$130,000","96","38109"
"10207905","CLOSD","$135,000","$130,000","26","38122"
"10196624","CLOSD","$160,000","$130,000","19","38122"
"10199105","CLOSD","$135,000","$130,000","13","38127"
"10196986","CLOSD","$140,000","$130,000","60","38108"
"10198897","CLOSD","$160,000","$130,000","235","38133"
"10202942","CLOSD","$149,900","$130,000","9","38104"
"10203435","CLOSD","$150,000","$130,000","128","38104"
"10187160","CLOSD","$129,000","$130,000","101","38109"
"10187317","CLOSD","$130,000","$130,000","100","38106"
"10187381","CLOSD","$142,900","$130,000","129","38128"
"10205459","CLOSD","$130,000","$130,000","98","38128"
"10190901","CLOSD","$135,000","$130,000","46","38128"
"10197262","CLOSD","$150,000","$130,000","8","38128"
"10196212","CLOSD","$131,000","$131,000","1","38115"
"10214622","CLOSD","$140,000","$131,000","13","38118"
"10194184","CLOSD","$149,900","$131,000","6","38111"
"10205564","CLOSD","$141,900","$131,000","153","38122"
"10201265","CLOSD","$131,000","$131,000","76","38114"
"10216295","CLOSD","$130,000","$131,000","9","38122"
"10205046","CLOSD","$140,000","$132,000","0","38115"
"10187337","CLOSD","$189,000","$132,300","112","38141"
"10196556","CLOSD","$125,000","$132,500","2","38111"
"10211641","CLOSD","$142,000","$132,500","53","38117"
"10187004","CLOSD","$146,000","$132,500","207","38128"
"10210441","CLOSD","$136,500","$132,600","0","38127"
"10207083","CLOSD","$133,000","$132,699","125","38109"
"10192110","CLOSD","$135,000","$133,000","13","38111"
"10206415","CLOSD","$129,900","$133,000","38","38116"
"10188485","CLOSD","$135,000","$133,000","102","38109"
"10209220","CLOSD","$135,000","$133,000","21","38122"
"10187332","CLOSD","$191,000","$133,700","112","38115"
"10206704","CLOSD","$133,745","$133,745","34","38109"
"10197486","CLOSD","$145,000","$133,900","28","38122"
"10194462","CLOSD","$134,000","$134,000","63","38109"
"10203135","CLOSD","$134,000","$134,000","23","38109"
"10213090","CLOSD","$134,330","$134,330","24","38122"
"10200375","CLOSD","$140,000","$134,500","95","38109"
"10198145","CLOSD","$134,500","$134,500","61","38128"
"10194520","CLOSD","$134,500","$134,500","8","38122"
"10189364","CLOSD","$155,226","$134,900","90","38128"
"10198507","CLOSD","$134,900","$134,900","4","38128"
"10197526","CLOSD","$129,900","$135,000","24","38111"
"10207464","CLOSD","$175,000","$135,000","61","38117"
"10206835","CLOSD","$135,000","$135,000","14","38111"
"10200080","CLOSD","$130,000","$135,000","5","38119"
"10210487","CLOSD","$141,800","$135,000","0","38115"
"10191162","CLOSD","$149,500","$135,000","55","38134"
"10202429","CLOSD","$139,500","$135,000","7","38118"
"10198072","CLOSD","$149,000","$135,000","52","38116"
"10205335","CLOSD","$149,900","$135,000","44","38118"
"10205976","CLOSD","$140,000","$135,000","16","38118"
"10204215","CLOSD","$135,000","$135,000","0","38118"
"10193596","CLOSD","$140,000","$135,000","22","38109"
"10197171","CLOSD","$129,900","$135,000","2","38118"
"10194112","CLOSD","$138,000","$135,000","64","38127"
"10195256","CLOSD","$139,500","$135,000","78","38127"
"10199878","CLOSD","$132,900","$135,000","33","38127"
"10201173","CLOSD","$139,900","$135,000","8","38108"
"10204802","CLOSD","$135,000","$135,000","3","38122"
"10191801","CLOSD","$135,000","$135,000","97","38122"
"10209119","CLOSD","$135,000","$135,000","14","38134"
"10208277","CLOSD","$125,000","$135,000","5","38134"
"10208918","CLOSD","$136,000","$136,000","0","38120"
"10203813","CLOSD","$130,000","$136,000","110","38127"
"10203882","CLOSD","$136,500","$136,500","7","38116"
"10209554","CLOSD","$149,900","$136,800","66","38141"
"10218211","CLOSD","$136,800","$137,000","0","38109"
"10198160","CLOSD","$159,900","$137,000","103","38053"
"10211563","CLOSD","$169,900","$137,000","42","38134"
"10193886","CLOSD","$140,000","$137,500","79","38109"
"10204128","CLOSD","$149,900","$137,500","56","38128"
"10201507","CLOSD","$137,900","$137,900","126","38118"
"10191505","CLOSD","$150,000","$138,000","186","38107"
"10192986","CLOSD","$135,000","$138,000","6","38122"
"10208869","CLOSD","$138,000","$138,000","33","38112"
"10201382","CLOSD","$138,000","$138,000","7","38122"
"10194374","CLOSD","$138,500","$138,500","10","38127"
"10203705","CLOSD","$144,900","$138,501","127","38127"
"10208367","CLOSD","$134,900","$138,900","68","38128"
"10218209","CLOSD","$138,600","$139,000","0","38109"
"10186984","CLOSD","$139,000","$139,000","133","38111"
"10210180","CLOSD","$139,000","$139,000","9","38118"
"10215606","CLOSD","$139,000","$139,000","5","38112"
"10203987","CLOSD","$138,500","$139,000","20","38126"
"10204854","CLOSD","$139,500","$139,500","21","38116"
"10189010","CLOSD","$155,226","$139,702","155","38128"
"10196924","CLOSD","$139,900","$139,900","7","38115"
"10203416","CLOSD","$139,900","$139,900","2","38118"
"10215272","CLOSD","$139,900","$139,900","0","38109"
"10196093","CLOSD","$139,900","$139,900","14","38128"
"10189047","CLOSD","$139,900","$139,900","135","38109"
"10188536","CLOSD","$160,402","$139,900","74","38128"
"10187724","CLOSD","$140,000","$140,000","86","38111"
"10202379","CLOSD","$140,000","$140,000","3","38111"
"10205095","CLOSD","$150,000","$140,000","29","38111"
"10206754","CLOSD","$160,000","$140,000","68","38117"
"10199862","CLOSD","$150,000","$140,000","3","38111"
"10202198","CLOSD","$140,000","$140,000","0","38141"
"10201201","CLOSD","$154,900","$140,000","44","38111"
"10195066","CLOSD","$150,000","$140,000","40","38053"
"10187848","CLOSD","$144,900","$140,000","48","38118"
"10200891","CLOSD","$134,900","$140,000","15","38118"
"10206715","CLOSD","$155,000","$140,000","0","38127"
"10193274","CLOSD","$159,000","$140,000","92","38111"
"10195596","CLOSD","$135,000","$140,000","5","38127"
"10210653","CLOSD","$130,000","$140,000","3","38127"
"10202994","CLOSD","$143,500","$140,000","81","38122"
"10199527","CLOSD","$170,000","$140,000","29","38111"
"10200692","CLOSD","$140,000","$140,000","138","38122"
"10200230","CLOSD","$140,000","$140,000","11","38122"
"10214111","CLOSD","$125,000","$140,000","5","38127"
"10213338","CLOSD","$162,000","$140,000","31","38104"
"10196395","CLOSD","$190,000","$140,000","13","38128"
"10199385","CLOSD","$140,000","$140,000","37","38107"
"10181572","CLOSD","$165,000","$140,000","103","38134"
"10177005","CLOSD","$149,900","$140,000","334","38112"
"10187336","CLOSD","$200,200","$140,140","89","38141"
"10211431","CLOSD","$140,400","$140,400","0","38127"
"10201308","CLOSD","$145,000","$140,500","6","38134"
"10218430","CLOSD","$135,800","$140,800","0","38127"
"10195639","CLOSD","$155,000","$141,000","69","38117"
"10214355","CLOSD","$200,000","$141,000","6","38134"
"10204329","CLOSD","$155,000","$141,000","123","38141"
"10202859","CLOSD","$139,000","$141,000","20","38053"
"10197524","CLOSD","$138,900","$141,500","55","38111"
"10207987","CLOSD","$155,000","$141,500","7","38128"
"10202946","CLOSD","$150,000","$141,500","100","38134"
"10218210","CLOSD","$136,800","$141,800","0","38127"
"10193974","CLOSD","$150,000","$142,000","41","38109"
"10193687","CLOSD","$150,000","$142,000","46","38109"
"10208429","CLOSD","$165,000","$142,000","2","38141"
"10206161","CLOSD","$142,000","$142,000","6","38118"
"10205145","CLOSD","$142,000","$142,000","126","38128"
"10208691","CLOSD","$142,500","$142,500","0","38128"
"10215197","CLOSD","$139,900","$142,750","5","38118"
